FID,OBJECTID,EXPEDIENTE,T_PROCESO,NOMBRE,OBSERV,ID_PROC_PT,COOR_ESTE,COOR_NORTE,Georrefere,Fecha,Sitio,Vereda,Georrefe_1,Orientacio,Orientac_1,Cobertura,Curvatura,Distancia_,Distancia1,Distanci_1,DTM,Geologia,Geomorfolo,NDVI,Orientac_2,Rugosidad,Slope,TPI,UGS
"1,523","2,296", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1294-FI,0.000000000000000,0.000000000000000, , , , , ,329.000000000000000,0.000000000000000,15,0.5110940,88.3883972,"3,550.0000000",615.6810303,"3,249.1699219",7,10,0.0724991,3.2759299,194,7.6070199,11.7405005,3
"1,524","2,297", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1295-FI,0.000000000000000,0.000000000000000, , , , , ,3.000000000000000,0.000000000000000,15,-0.1901560,151.0379944,"3,029.3601074","1,161.1600342","3,305.9299316",7,10,0.0448429,339.2909851,214,13.6674995,19.6331005,3
"1,525","2,298", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1296-FI,0.000000000000000,0.000000000000000, , , , , ,218.000000000000000,0.000000000000000,15,-0.3087500,117.9250031,"3,265.9499512",936.8330078,"3,290.2700195",7,10,0.0629902,3.0277100,215,26.8181000,12.8669004,3
"1,526","2,299", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1297-FI,0.000000000000000,0.000000000000000, , , , , ,209.000000000000000,0.000000000000000,14,0.9365620,55.9016991,"2,778.3999023","1,561.3499756","3,239.7700195",7,8,0.0650013,221.7359924,168,17.9461994,-7.0769000,43
"1,527","2,300", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1298-FI,0.000000000000000,0.000000000000000, , , , , ,185.000000000000000,0.000000000000000,15,0.7493750,187.5000000,"3,062.5300293",704.0059814,"3,286.5000000",11,10,0.0859250,208.9129944,158,16.4869003,6.1391602,11
"1,528","2,301", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1299-FI,0.000000000000000,0.000000000000000, , , , , ,17.000000000000000,0.000000000000000,14,-0.3428130,37.5000000,"2,694.9299316",325.0000000,"3,303.5000000",11,10,0.1149690,184.6029968,145,14.3585997,-14.8914003,11
"1,529","2,302", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1300-FI,0.000000000000000,0.000000000000000, , , , , ,219.000000000000000,0.000000000000000,15,0.6696880,123.1110001,"3,932.1799316","1,007.5499878","3,143.8898926",7,70,0.1839860,18.5226994,194,14.8030005,5.9001498,43
"1,530","2,303", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1301-FI,0.000000000000000,0.000000000000000, , , , , ,230.000000000000000,0.000000000000000,15,-0.4745310,12.5000000,"3,738.0200195",928.1199951,"3,137.5000000",7,10,0.1557910,219.4400024,167,16.8279991,-11.5186005,43
"1,531","2,304", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1302-FI,0.000000000000000,0.000000000000000, , , , , ,261.000000000000000,0.000000000000000,15,0.5831250,63.7377014,"3,662.5000000","1,017.6599731","3,142.0000000",7,10,0.1587040,240.7209930,186,17.0774994,-9.1303701,43
"1,532","2,305", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1303-FI,0.000000000000000,0.000000000000000, , , , , ,172.000000000000000,0.000000000000000,15,-0.0140625,90.1388016,"3,452.2600098","1,290.5899658","3,158.0000000",7,10,0.1173060,262.9150085,208,21.0974007,1.6496600,43
"1,533","2,306", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1304-FI,0.000000000000000,0.000000000000000, , , , , ,175.000000000000000,0.000000000000000,15,0.2978120,100.7779999,"4,245.1601563",296.3320007,"3,358.4099121",7,8,0.1692930,166.5189972,111,21.4944992,-1.9482400,3
"1,534","2,307", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1305-FI,0.000000000000000,0.000000000000000, , , , , ,226.000000000000000,0.000000000000000,14,-0.6553120,12.5000000,"4,133.8901367",324.5190125,"3,335.7099609",7,8,0.1840010,172.0769958,119,20.1924000,-12.5270996,3
"1,535","2,308", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1306-FI,0.000000000000000,0.000000000000000, , , , , ,202.000000000000000,0.000000000000000,14,1.1362500,191.2129974,"3,954.9199219",170.0180054,"3,401.0400391",7,8,0.1971260,240.5070038,186,12.5054998,11.2544003,3
"1,536","2,309", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1307-FI,0.000000000000000,0.000000000000000, , , , , ,279.000000000000000,0.000000000000000,14,-0.1346870,150.5200043,"3,830.1799316",190.3939972,"3,407.0000000",7,8,0.1709410,202.4989929,151,17.2978992,-0.2470700,3
"1,537","2,310", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1308-FI,0.000000000000000,0.000000000000000, , , , , ,329.000000000000000,0.000000000000000,14,-1.3156199,160.0780029,"3,644.6000977",464.0180054,"3,409.0600586",11,8,0.1255020,279.1870117,209,13.4680004,-7.5834999,11
"1,538","2,311", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1309-FI,0.000000000000000,0.000000000000000, , , , , ,93.000000000000000,0.000000000000000,14,0.3089060,83.8525009,"3,680.9699707",813.3649902,"3,375.8500977",7,8,0.1644900,328.5929871,228,19.3666000,3.3120100,8
"1,539","2,312", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1310-FI,0.000000000000000,0.000000000000000, , , , , ,95.000000000000000,0.000000000000000,14,2.3275001,35.3553009,"3,339.3999023",626.4979858,"3,424.0000000",11,8,0.1187210,94.6037979,153,9.9577303,19.4599991,11
"1,540","2,313", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1311-FI,0.000000000000000,0.000000000000000, , , , , ,119.000000000000000,0.000000000000000,14,0.8800000,55.9016991,"3,226.8400879",814.9000244,"3,403.1298828",11,8,0.1549000,95.3945007,139,14.5352001,2.3691399,11
"1,541","2,314", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1312-FI,0.000000000000000,0.000000000000000, , , , , ,78.000000000000000,0.000000000000000,14,-0.3251560,35.3553009,"3,289.4199219",825.8519897,"3,415.5600586",11,8,0.1225270,118.6380005,115,18.5498009,-4.4506798,11
"1,542","2,315", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1313-FI,0.000000000000000,0.000000000000000, , , , , ,71.000000000000000,0.000000000000000,14,0.0157812,0.0000000,"3,201.6101074",995.3800049,"3,400.3100586",11,8,0.1441210,75.7537003,154,13.3835001,-0.2062990,11
"1,543","2,316", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1314-FI,0.000000000000000,0.000000000000000, , , , , ,146.000000000000000,0.000000000000000,14,0.2545310,12.5000000,"3,113.3000488","1,140.8599854","3,395.6398926",11,8,0.1605930,71.0971985,151,16.1277008,11.1549997,11
"1,544","2,317", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1315-FI,0.000000000000000,0.000000000000000, , , , , ,22.000000000000000,0.000000000000000,14,0.1464060,51.5387993,"2,392.0800781","1,557.2399902","3,220.2800293",11,51,0.1287210,146.1049957,74,28.3463993,16.7782993,17
"1,545","2,318", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1316-FI,0.000000000000000,0.000000000000000, , , , , ,220.000000000000000,0.000000000000000,14,1.0632800,35.3553009,"1,991.9399414","1,079.4200439","3,224.7500000",11,51,0.1166400,22.3285007,192,15.9190998,27.7780991,15
"1,546","2,319", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1317-FI,0.000000000000000,0.000000000000000, , , , , ,126.000000000000000,0.000000000000000,14,-0.1507810,70.7107010,"2,107.7199707",856.7739868,"3,098.1499023",11,51,0.2188260,220.9179993,144,33.0157013,7.9304199,15
"1,547","2,320", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1318-FI,0.000000000000000,0.000000000000000, , , , , ,123.000000000000000,0.000000000000000,14,1.1614100,72.8869019,"1,927.5999756",734.9530029,"3,127.8999023",11,51,0.1826440,126.0550003,94,23.5396996,3.5344200,15
"1,548","2,321", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1319-FI,0.000000000000000,0.000000000000000, , , , , ,54.000000000000000,0.000000000000000,14,-1.6937500,37.5000000,"1,811.2500000",572.5490112,"3,022.0000000",11,51,0.2023940,123.2990036,51,33.7998009,-26.1040001,15
"1,549","2,322", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1320-FI,0.000000000000000,0.000000000000000, , , , , ,47.000000000000000,0.000000000000000,14,1.0792201,45.0694008,"1,876.7099609",916.9409790,"3,229.4099121",11,51,0.1267740,54.7835007,163,17.2033005,27.0907993,15
"1,550","2,323", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1321-FI,0.000000000000000,0.000000000000000, , , , , ,298.000000000000000,0.000000000000000,14,0.9912500,79.0569000,"1,795.1300049",850.3679810,"3,218.6101074",11,51,0.1553250,47.4886017,166,19.8782997,32.6674995,15
"1,551","2,324", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1322-FI,0.000000000000000,0.000000000000000, , , , , ,271.000000000000000,0.000000000000000,11,-0.5425000,156.6250000,"5,834.6499023",274.4309998,"3,056.3798828",7,70,0.1035310,298.4609985,215,13.4953003,-9.4943800,3
"1,552","2,325", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1323-FI,0.000000000000000,0.000000000000000, , , , , ,11.000000000000000,0.000000000000000,9,-0.3426560,123.1110001,"5,967.2299805",45.0694008,"3,068.7500000",7,70,0.1097610,270.8479919,202,11.3020000,2.5100100,43
"1,553","2,326", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1324-FI,0.000000000000000,0.000000000000000, , , , , ,43.000000000000000,0.000000000000000,15,0.0601562,100.7779999,"5,628.6401367",70.7107010,"3,096.9599609",7,8,0.1250290,10.7719002,204,21.4808998,6.4086900,8
"1,554","2,327", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1325-FI,0.000000000000000,0.000000000000000, , , , , ,23.000000000000000,0.000000000000000,15,1.8407800,17.6777000,"5,471.6601563",37.5000000,"3,140.0000000",7,8,0.1708420,40.2374992,175,18.4101009,20.9241009,8
"1,555","2,328", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1326-FI,0.000000000000000,0.000000000000000, , , , , ,249.000000000000000,0.000000000000000,15,1.6134400,106.8000031,"5,258.4599609",17.6777000,"3,165.0100098",7,8,0.1346560,23.0993996,188,8.6978502,19.7301998,8
"1,556","2,329", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1327-FI,0.000000000000000,0.000000000000000, , , , , ,213.000000000000000,0.000000000000000,14,0.7290620,88.3883972,"4,831.3100586",185.8260040,"3,281.0000000",7,8,0.1996230,249.0740051,193,15.2132998,17.5261002,8
"1,557","2,330", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1328-FI,0.000000000000000,0.000000000000000, , , , , ,260.000000000000000,0.000000000000000,14,0.2506250,100.7779999,"2,667.8898926","1,674.4899902","3,349.3400879",11,49,0.1102600,228.1759949,176,15.6968002,38.1565018,11
"1,558","2,331", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1329-FI,0.000000000000000,0.000000000000000, , , , , ,351.000000000000000,0.000000000000000,20,-1.6000000,12.5000000,"8,290.0302734",145.7740021,"3,105.0000000",5,70,0.1262550,259.6470032,190,6.3757000,-20.9524002,7
"1,559","2,332", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1330-FI,0.000000000000000,0.000000000000000, , , , , ,356.000000000000000,0.000000000000000,9,-1.5120300,12.5000000,"7,586.1098633",256.4790039,"3,030.0000000",5,70,0.1432200,351.1419983,193,5.5447998,-16.6637993,18
"1,560","2,333", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1331-FI,0.000000000000000,0.000000000000000, , , , , ,165.000000000000000,0.000000000000000,2,0.8228120,125.6230011,"7,101.5000000",0.0000000,"3,024.4199219",17,30,0.1279660,356.0209961,194,6.6241999,10.1653004,28
"1,561","2,334", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1332-FI,0.000000000000000,0.000000000000000, , , , , ,293.000000000000000,0.000000000000000,11,0.4679690,62.5000000,"5,557.0297852",132.8769989,"2,932.5000000",5,70,0.1289550,166.1100006,120,18.9967995,-8.8881798,18
"1,562","2,335", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1333-FI,0.000000000000000,0.000000000000000, , , , , ,119.000000000000000,0.000000000000000,11,-1.6076601,51.5387993,246.5390015,132.8769989,"3,016.6101074",7,18,0.1671770,293.1730042,203,8.6009703,-9.4060097,43
"1,563","2,336", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1334-FI,0.000000000000000,0.000000000000000, , , , , ,289.000000000000000,0.000000000000000,9,-0.1600000,62.5000000,173.6560059,363.3609924,"3,000.0000000",7,18,0.0978170,130.3000031,147,9.7921495,6.5331998,43
"1,564","2,337", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1335-FI,0.000000000000000,0.000000000000000, , , , , ,336.000000000000000,0.000000000000000,2,0.4515620,72.8869019,766.1799927,62.5000000,"3,129.3200684",7,18,0.0892228,289.1099854,205,9.8847599,4.6667500,43
"1,565","2,338", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1336-FI,0.000000000000000,0.000000000000000, , , , , ,331.000000000000000,0.000000000000000,11,-0.9068750,115.2440033,"1,500.8299561",215.0579987,"3,050.0000000",7,70,0.1364710,336.0260010,212,12.3213997,4.1953101,8
"1,566","2,339", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1337-FI,0.000000000000000,0.000000000000000, , , , , ,17.000000000000000,0.000000000000000,11,0.1687500,95.1971970,"1,490.0200195",79.0569000,"3,058.5000000",7,70,0.1904040,324.2109985,236,23.6406994,6.0913100,8
"1,567","2,340", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1338-FI,0.000000000000000,0.000000000000000, , , , , ,311.000000000000000,0.000000000000000,14,-0.6460940,162.5000000,"1,708.6600342",142.5220032,"3,118.6398926",7,70,0.1554600,16.5091000,199,28.1236992,-9.8593798,8
"1,568","2,341", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1339-FI,0.000000000000000,0.000000000000000, , , , , ,30.000000000000000,0.000000000000000,14,-0.4539060,151.0379944,"1,884.3499756",45.0694008,"3,197.1298828",7,70,0.1859440,318.1279907,240,25.6448002,22.6564999,8
"1,569","2,342", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1340-FI,0.000000000000000,0.000000000000000, , , , , ,186.000000000000000,0.000000000000000,14,-0.9018750,174.1049957,"1,927.9599609",187.9160004,"3,156.0000000",7,70,0.3182670,29.5449009,183,24.5093994,-1.4440900,8
"1,570","2,343", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1341-FI,0.000000000000000,0.000000000000000, , , , , ,320.000000000000000,0.000000000000000,11,0.0890625,79.0569000,"1,929.3800049",39.5284996,"3,191.3898926",7,70,0.1968790,185.8070068,147,13.8795996,14.0200005,8
"1,571","2,344", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1342-FI,0.000000000000000,0.000000000000000, , , , , ,351.000000000000000,0.000000000000000,11,0.2292190,276.1340027,"1,743.9599609",63.7377014,"3,005.3100586",7,70,0.1671360,320.4490051,207,9.4360905,-8.6140099,8
"1,572","2,345", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1343-FI,0.000000000000000,0.000000000000000, , , , , ,17.000000000000000,0.000000000000000,11,0.5970310,107.5289993,"1,847.8399658",45.0694008,"2,995.4799805",7,70,0.1280380,337.5729980,227,20.9023991,6.8203101,8
"1,573","2,346", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1344-FI,0.000000000000000,0.000000000000000, , , , , ,32.000000000000000,0.000000000000000,11,-0.1078130,125.0000000,"2,695.5100098",25.0000000,"3,073.0800781",7,70,0.0789420,17.3908997,195,13.8888998,-4.0939898,43
"1,574","2,347", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1345-FI,0.000000000000000,0.000000000000000, , , , , ,21.000000000000000,0.000000000000000,11,-0.5742190,25.0000000,"2,860.0700684",70.7107010,"3,093.5000000",7,70,0.0853528,31.7122993,184,15.9974003,-3.7824700,43
"1,575","2,348", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1346-FI,0.000000000000000,0.000000000000000, , , , , ,244.000000000000000,0.000000000000000,11,0.2034380,113.1920013,"2,986.1398926",45.0694008,"3,111.4599609",7,70,0.0952166,21.0734997,190,9.9777203,13.5754004,43
"1,576","2,349", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1347-FI,0.000000000000000,0.000000000000000, , , , , ,348.000000000000000,0.000000000000000,11,0.1568750,168.1699982,"1,397.8199463",450.6940002,"3,103.5000000",5,52,0.1563820,237.9239960,182,21.5765991,17.1182003,18
"1,577","2,350", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1348-FI,0.000000000000000,0.000000000000000, , , , , ,343.000000000000000,0.000000000000000,11,-0.3443750,25.0000000,"1,532.2099609",112.5000000,"3,031.8300781",7,52,0.1248820,348.8099976,203,9.8881502,-12.5305004,43
"1,578","2,351", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1349-FI,0.000000000000000,0.000000000000000, , , , , ,309.000000000000000,0.000000000000000,11,-0.0075000,75.0000000,"3,923.3701172",125.0000000,"3,113.7500000",7,10,0.1541790,342.7739868,208,11.4876003,-2.5693400,3
"1,579","2,352", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1350-FI,0.000000000000000,0.000000000000000, , , , , ,212.000000000000000,0.000000000000000,15,-1.3300000,200.0000000,"4,767.6801758",95.1971970,"3,231.5300293",7,10,0.1800270,308.8680115,217,13.5630999,13.2091999,3
"1,580","2,353", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1351-FI,0.000000000000000,0.000000000000000, , , , , ,215.000000000000000,0.000000000000000,15,0.7996880,123.7440033,"4,848.2099609",166.7709961,"3,174.4199219",7,10,0.2349330,212.4109955,159,18.1699009,13.1350002,3
"1,581","2,354", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1352-FI,0.000000000000000,0.000000000000000, , , , , ,224.000000000000000,0.000000000000000,14,-0.9357810,118.5849991,"3,479.5200195",773.0819702,"3,302.5000000",7,70,0.1703430,205.6139984,155,16.5030003,-12.0783997,8
"1,582","2,355", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1353-FI,0.000000000000000,0.000000000000000, , , , , ,204.000000000000000,0.000000000000000,14,-0.1882810,279.5079956,"3,659.6799316","1,018.6500244","3,349.1201172",7,70,0.1466910,224.4120026,176,11.4792995,8.5112305,8
"1,583","2,356", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1354-FI,0.000000000000000,0.000000000000000, , , , , ,203.000000000000000,0.000000000000000,14,1.4007800,265.1650085,"3,552.2199707","1,171.0000000","3,341.0000000",7,70,0.1311270,203.7270050,147,19.8593998,13.7765999,8
"1,584","2,357", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1355-FI,0.000000000000000,0.000000000000000, , , , , ,173.000000000000000,0.000000000000000,14,-0.9632810,142.5220032,"3,414.8798828","1,329.0000000","3,298.5000000",7,70,0.1377730,198.0800018,106,33.0363007,-9.3293505,8
"1,585","2,358", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1356-FI,0.000000000000000,0.000000000000000, , , , , ,108.000000000000000,0.000000000000000,14,0.9365620,154.6159973,"3,157.5300293","1,206.4899902","3,360.2199707",7,70,0.1205640,172.5079956,106,24.0125008,14.3982000,8
"1,586","2,359", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1357-FI,0.000000000000000,0.000000000000000, , , , , ,304.000000000000000,0.000000000000000,15,0.5075000,62.5000000,"2,449.0100098","1,211.6600342","3,342.0000000",7,70,0.0776703,107.8830032,135,14.1330004,-9.2153301,8
"1,587","2,360", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1358-FI,0.000000000000000,0.000000000000000, , , , , ,326.000000000000000,0.000000000000000,11,-0.3667190,125.6230011,"1,712.6400146",125.6230011,"3,096.0200195",7,70,0.3162430,304.4719849,217,13.7959003,-17.1270008,40
"1,588","2,361", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1359-FI,0.000000000000000,0.000000000000000, , , , , ,239.000000000000000,0.000000000000000,11,0.7045310,12.5000000,"1,643.3599854",27.9507999,"3,120.9199219",7,70,0.2133600,325.9649963,217,13.6855001,-14.9468002,40
"1,589","2,362", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1360-FI,0.000000000000000,0.000000000000000, , , , , ,332.000000000000000,0.000000000000000,11,-0.7271880,35.3553009,"1,614.2399902",0.0000000,"3,132.0500488",7,70,0.2109340,239.1499939,185,13.9645004,-13.2363005,40
"1,590","2,363", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1361-FI,0.000000000000000,0.000000000000000, , , , , ,18.000000000000000,0.000000000000000,15,-0.7240630,100.7779999,"1,768.8699951",370.1770020,"3,244.0000000",7,70,0.3035460,332.4140015,235,24.5042992,14.2297001,8
"1,591","2,364", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1362-FI,0.000000000000000,0.000000000000000, , , , , ,33.000000000000000,0.000000000000000,14,-0.6406250,125.0000000,"1,927.9599609",257.3909912,"3,296.5000000",7,70,0.3363270,17.9018993,198,23.8833008,19.1945992,8
"1,592","2,365", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1363-FI,0.000000000000000,0.000000000000000, , , , , ,320.000000000000000,0.000000000000000,15,0.3018750,0.0000000,"1,994.1300049",225.0000000,"3,282.5000000",7,70,0.3886860,38.6147003,176,20.0912991,1.6367199,8
"1,593","2,366", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1364-FI,0.000000000000000,0.000000000000000, , , , , ,334.000000000000000,0.000000000000000,11,-0.3781250,12.5000000,"1,575.6400146",318.6889954,"3,154.0400391",7,70,0.2529480,319.9989929,198,6.1310401,-3.9240699,40
"1,594","2,367", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1365-FI,0.000000000000000,0.000000000000000, , , , , ,318.000000000000000,0.000000000000000,15,-0.3839060,45.0694008,"1,528.7399902",39.5284996,"3,197.0800781",7,70,0.1729690,335.4150085,216,14.0932999,-9.7541504,40
"1,595","2,368", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1366-FI,0.000000000000000,0.000000000000000, , , , , ,342.000000000000000,0.000000000000000,15,-0.7721870,128.6950073,"1,810.0400391",336.5729980,"3,268.6398926",7,70,0.1231210,324.0719910,240,26.0914993,-4.6452599,8
"1,596","2,369", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1367-FI,0.000000000000000,0.000000000000000, , , , , ,253.000000000000000,0.000000000000000,15,-0.4667190,222.5559998,"1,823.6300049",380.1730042,"3,277.5000000",7,70,0.1464710,341.5119934,227,21.7660999,6.3166499,8
"1,597","2,370", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1368-FI,0.000000000000000,0.000000000000000, , , , , ,243.000000000000000,0.000000000000000,15,0.9825000,164.4120026,"1,986.5999756",201.5559998,"3,257.2199707",7,70,0.1571960,253.4920044,199,21.5685997,13.8578997,8
"1,598","2,371", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1369-FI,0.000000000000000,0.000000000000000, , , , , ,221.000000000000000,0.000000000000000,15,-0.3151560,106.0660019,"2,062.3100586",320.1560059,"3,298.0000000",7,70,0.1194030,242.9380035,188,18.1026001,9.3676796,8
"1,599","2,372", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1370-FI,0.000000000000000,0.000000000000000, , , , , ,15.000000000000000,0.000000000000000,15,0.6056250,17.6777000,"2,135.1999512",388.3059998,"3,325.8300781",7,70,0.1235900,220.5619965,168,16.6208000,13.6211004,8
"1,600","2,373", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1371-FI,0.000000000000000,0.000000000000000, , , , , ,304.000000000000000,0.000000000000000,15,-0.2392190,25.0000000,"2,181.0600586",187.5000000,"3,256.8898926",7,70,0.2552360,11.9446001,205,27.5769997,-9.7155800,8
"1,601","2,374", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1372-FI,0.000000000000000,0.000000000000000, , , , , ,344.000000000000000,0.000000000000000,15,-0.6007810,0.0000000,"2,264.4699707",88.3883972,"3,267.9499512",7,70,0.1737980,303.9509888,217,14.0211000,-6.9370098,8
"1,602","2,375", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1373-FI,0.000000000000000,0.000000000000000, , , , , ,165.000000000000000,0.000000000000000,15,0.3432810,51.5387993,"2,197.3300781",25.0000000,"3,254.4899902",7,70,0.1660930,338.5109863,230,23.0233994,-0.9948730,8
"1,603","2,376", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1374-FI,0.000000000000000,0.000000000000000, , , , , ,280.000000000000000,0.000000000000000,18,0.3882810,51.5387993,274.4309998,585.2349854,"3,509.2800293",7,47,0.1019700,165.3280029,96,25.3959999,7.7285199,3
"1,604","2,377", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1375-FI,0.000000000000000,0.000000000000000, , , , , ,164.000000000000000,0.000000000000000,15,1.1079700,123.1110001,"1,052.7500000","1,122.5699463","3,306.0700684",27,44,0.0502683,279.5790100,202,9.5601797,-8.8164101,32
