FID,OBJECTID,EXPEDIENTE,T_PROCESO,NOMBRE,OBSERV,ID_PROC_PT,COOR_ESTE,COOR_NORTE,Georrefere,Fecha,Sitio,Vereda,Georrefe_1,Orientacio,Orientac_1,Cobertura,Curvatura,Distancia_,Distancia1,Distanci_1,DTM,Geologia,Geomorfolo,NDVI,Orientac_2,Rugosidad,Slope,TPI,UGS
61,834, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d44-IS,"4,524,842.461500000200000","1,701,515.510199999900000",Ubicado,26/12/1981,V. a Chachaguí, ,Ubicado,0.000000000000000,0.000000000000000,12,-0.1300000,125.0000000,"2,306.3100586",45.0694008,"2,454.8000488",7,52,0.3834680,308.3989868,234,22.2413998,4.3767099,8
62,835, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d45-IS,"4,524,814.225499999700000","1,701,226.220100000000000",Ubicado,1/01/1982,Vía al Aeropuerto, ,Ubicado,0.000000000000000,0.000000000000000,16,-0.3618750,17.6777000,"2,098.5900879",0.0000000,"2,459.5000000",7,52,0.4362480,243.5220032,186,26.6664009,-9.0339403,8
63,836, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d46-IS,"4,516,646.945899999700000","1,698,840.843099999900000",Ubicado,11/04/1982,Carretera Panamericana, ,Ubicado,0.000000000000000,0.000000000000000,6,-0.3298440,50.0000000,"2,191.0700684",50.0000000,"2,490.2800293",9,63,0.3562300,57.2607002,166,13.5243998,10.7482996,46
64,837, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d47-IS,"4,502,528.726099999600000","1,707,428.029900000000000",Ubicado,11/04/1982,Vda. El Vergel, ,Ubicado,0.000000000000000,0.000000000000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0.0000000,0.0000000,0,0.0000000,0.0000000,0
65,838, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d48-IS,"4,529,789.847799999600000","1,684,785.652100000100000",Ubicado,29/08/1982,Mina de piedra en el sitio  Alto Casanare, ,Ubicado,0.000000000000000,0.000000000000000,9,1.1115600,0.0000000,544.5759888,371.6520081,"3,134.0800781",7,11,0.2057100,209.7519989,169,9.8436403,-0.8041990,40
66,839, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d49-IS,"4,542,290.834699999500000","1,685,565.554500000100000",Ubicado,4/10/1983,Vía Pasto-Mocoa, ,Ubicado,0.000000000000000,0.000000000000000,15,-1.4515600,12.5000000,"1,371.6400146",12.5000000,"3,118.6101074",7,8,0.0882445,157.9579926,97,23.8834991,-9.1440401,3
67,840, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d50-IS,"4,524,919.493300000200000","1,700,396.614899999900000",Ubicado,25/10/1984,Via Pasto-Aeropuerto, ,Ubicado,0.000000000000000,0.000000000000000,6,-0.8100000,111.8030014,"1,355.6600342",37.5000000,"2,527.6699219",7,3,0.4270700,38.9550018,148,41.2471008,-23.4027996,8
68,841, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d51-IS,"4,519,866.917999999600000","1,685,190.574100000100000",Ubicado,1/11/1984,Vía Pasto-Tumaco, ,Ubicado,0.000000000000000,0.000000000000000,3,0.9301560,194.0520020,"1,975.3599854",12.5000000,"2,969.2099609",4,68,0.0887867,162.5709991,136,13.9503002,11.1330996,35
69,842, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d52-IS,"4,544,820.592500000300000","1,683,844.264100000000000",Ubicado,1/11/1984,Vía Pasto-Mocoa-Puerto Asis., ,Ubicado,0.000000000000000,0.000000000000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0.0000000,0.0000000,0,0.0000000,0.0000000,0
70,843, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d53-IS,"4,546,128.782700000300000","1,682,645.460100000000000",Ubicado,12/11/1984,Via Nariño Putumayo sitio El Mirador, ,Ubicado,0.000000000000000,0.000000000000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0.0000000,0.0000000,0,0.0000000,0.0000000,0
71,844, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d54-IS,"4,512,205.888199999900000","1,703,509.035100000000000",Ubicado,13/11/1984,Vía Panamericana entre Pasto y Pedregal  Km. 40, ,Ubicado,0.000000000000000,0.000000000000000,3,-0.0928125,70.7107010,"8,612.3496094",0.0000000,"2,572.8300781",7,12,0.2183540,16.4232006,196,15.0267000,18.4360008,8
72,845, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d55-IS,"4,523,751.709099999600000","1,703,755.128199999900000",Ubicado,4/05/1985,Entre los tuneles La Llama y Peñalisa, ,Ubicado,0.000000000000000,0.000000000000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0.0000000,0.0000000,0,0.0000000,0.0000000,0
73,846, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d56-IS,"4,512,039.195399999600000","1,703,673.037500000100000",Ubicado,13/05/1985,Carretera Panamericana  entre kms. 57 y 67, ,Ubicado,0.000000000000000,0.000000000000000,7,2.1585901,88.3883972,"8,851.0302734",39.5284996,"2,551.5200195",7,12,0.2094920,40.3828011,0,13.6359997,15.2515001,8
74,847, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d57-IS,"4,528,410.324699999800000","1,692,586.206199999900000",Ubicado,29/10/1986,Josefina, ,Ubicado,0.000000000000000,0.000000000000000,9,0.2007810,79.0569000,867.8280029,139.7539978,"2,767.3100586",24,57,0.0654325,183.2500000,156,10.2087002,1.4619100,47
75,848, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d58-IS,"4,520,671.288400000000000","1,690,201.125599999900000",Ubicado,28/11/1987,Sector de Obonuco, ,Ubicado,0.000000000000000,0.000000000000000,1,0.6678130,253.1060028,"1,987.5000000",37.5000000,"2,798.7500000",7,68,0.1395110,60.5686989,172,7.5362101,4.0722699,40
76,849, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d59-IS,"4,524,694.723700000000000","1,702,220.933999999900000",Ubicado,15/11/1988,La carretera Panamericana Pasto - Mojarras, ,Ubicado,0.000000000000000,0.000000000000000,16,-0.7276560,88.3883972,"2,437.6298828",0.0000000,"2,370.5200195",7,52,0.3408290,292.3699951,232,24.2859001,-6.0927701,8
77,850, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d60-IS,"4,523,657.939799999800000","1,704,474.845400000000000",Ubicado,16/06/1989,La Ensillada, ,Ubicado,0.000000000000000,0.000000000000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0.0000000,0.0000000,0,0.0000000,0.0000000,0
78,851, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d61-IS,"4,534,697.998599999600000","1,680,720.127900000000000",Ubicado,19/07/1989,Vereda Motilón, ,Ubicado,0.000000000000000,0.000000000000000,14,1.6975000,241.4149933,436.6059875,606.3469849,"3,123.5000000",11,51,0.0560532,13.7636003,202,22.6156998,0.9641110,16
79,852, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d62-IS,"4,542,279.280700000000000","1,685,557.677900000000000",Ubicado,1/04/1992,Via Pasto- Mocoa, ,Ubicado,0.000000000000000,0.000000000000000,15,1.0745300,0.0000000,"1,387.5000000",17.6777000,"3,117.0000000",7,8,0.0862474,152.4429932,92,24.4712009,-8.2524405,3
80,853, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d63-IS,"4,521,281.898199999700000","1,685,857.911300000000000",Ubicado,4/03/1994,Via a Ipiales  en la frontera con Ecuador, ,Ubicado,0.000000000000000,0.000000000000000,11,-0.0664063,39.5284996,"2,075.0400391",127.4749985,"2,870.7299805",4,68,0.3374290,16.3537998,185,3.6881001,3.2983401,35
81,854, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d64-IS,"4,519,604.479000000300000","1,684,888.415499999900000",Ubicado,3/04/1994,Km. 23 de la via a Popayan., ,Ubicado,0.000000000000000,0.000000000000000,6,0.6479690,0.0000000,"2,121.0600586",0.0000000,"2,956.4099121",4,69,0.0707216,4.0047498,196,8.6680002,-25.7075005,42
82,855, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d65-IS,"4,517,707.253899999900000","1,684,954.830300000000000",Ubicado,8/11/1994,Carretera Pasto-Rumichaca (frontera con Ecuador), ,Ubicado,0.000000000000000,0.000000000000000,3,-0.8964060,35.3553009,"1,040.5100098",0.0000000,"3,081.8601074",4,68,0.1386330,182.5899963,161,8.0432901,-4.8547401,35
83,856, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d66-IS,"4,520,167.950299999700000","1,692,808.861000000000000",Ubicado,26/12/1994,Vda. San Juan., ,Ubicado,0.000000000000000,0.000000000000000,9,0.4268750,25.0000000,"3,013.1201172",70.7107010,"2,847.9199219",7,68,0.4472210,141.8959961,150,8.8284302,4.7951698,40
84,857, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d67-IS,"4,516,037.846199999600000","1,684,520.505300000100000",Ubicado,22/11/1995,Km. 156 de la via Pasto - Tumaco, ,Ubicado,0.000000000000000,0.000000000000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0.0000000,0.0000000,0,0.0000000,0.0000000,0
85,858, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d68-IS,"4,523,801.759200000200000","1,703,673.629400000000000",Ubicado,12/03/1996,carretera Pasto-Aeropuerto, ,Ubicado,0.000000000000000,0.000000000000000,15,-1.1439101,37.5000000,"2,079.3999023",0.0000000,"2,178.6999512",7,10,0.4472700,4.7104802,209,20.3560009,-24.8511009,8
86,859, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d69-IS,"4,523,762.114400000300000","1,703,828.238500000000000",Ubicado,16/03/1996,el tramo Pasto-Chachaquil-Aeropuerto, ,Ubicado,0.000000000000000,0.000000000000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0.0000000,0.0000000,0,0.0000000,0.0000000,0
87,860, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d70-IS,"4,523,101.010700000500000","1,691,997.259499999900000",Ubicado,4/12/1996,Barrio Villa Lucía, ,Ubicado,0.000000000000000,0.000000000000000,1,-0.0000000,"1,083.1099854","2,125.9199219",371.0209961,"2,555.0000000",23,64,0.0513987,45.0000000,180,0.5064150,-5.3017602,47
88,861, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d71-IS,"4,516,376.931300000300000","1,696,162.521299999900000",Ubicado,23/01/1997,Cto Nariño, ,Ubicado,0.000000000000000,0.000000000000000,12,-2.3048401,206.1549988,662.6179810,922.3779907,"3,056.3898926",7,61,0.4747960,97.4551010,129,17.3129005,-2.3496101,40
89,862, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d72-IS,"4,522,690.638500000400000","1,697,630.434900000000000",Ubicado,27/01/1997,A 17 kms al norte de Pasto, ,Ubicado,0.000000000000000,0.000000000000000,14,0.3979690,67.3145981,190.3939972,12.5000000,"2,748.8601074",7,6,0.4768900,331.6969910,235,24.5513992,-3.7202101,43
90,863, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d73-IS,"4,518,264.157999999800000","1,697,480.001200000100000",Ubicado,20/01/1999,Carretera Panamericana km 19, ,Ubicado,0.000000000000000,0.000000000000000,2,-0.5107810,348.2099915,88.3883972,12.5000000,"2,570.0000000",7,70,0.2671740,321.3460083,230,19.9782009,-0.4191890,43
91,864, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d74-IS,"4,520,554.082399999700000","1,685,611.724600000100000",Ubicado,22/02/1999,Via Pasto - Tumaco  paso interrumpido en el Km 22, ,Ubicado,0.000000000000000,0.000000000000000,3,-0.0000000,197.6419983,"1,939.9200439",0.0000000,"2,913.0000000",4,68,0.0728946,135.0000000,134,13.0777998,1.7575700,35
92,865, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d75-IS,"4,524,862.047700000000000","1,699,729.906600000100000",Ubicado,1/03/2000,Km 17 y 19 via Pasto - Popayan, ,Ubicado,0.000000000000000,0.000000000000000,14,1.2557800,213.6000061,832.6350098,37.5000000,"2,635.4799805",7,3,0.2193650,198.0980072,136,21.9265003,7.3415499,8
93,866, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d76-IS,"4,521,583.103600000000000","1,687,734.263899999900000",Ubicado,3/03/2000,Corregimiento Catatumbo,La Victoria,Ubicado,0.000000000000000,0.000000000000000,1,-0.0889063,265.1650085,576.7639771,45.0694008,"2,807.0800781",4,68,0.1361910,85.2800980,166,6.1303701,0.9968260,35
94,867, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d77-IS,"4,537,160.936499999800000","1,687,976.837800000100000",Ubicado,22/05/2000,Vía Pasto Mocoa, ,Ubicado,0.000000000000000,0.000000000000000,11,0.6876560,67.3145981,25.0000000,17.6777000,"2,922.9499512",7,10,0.0444477,213.1399994,158,19.0328999,5.0341802,43
95,868, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d78-IS,"4,540,881.032300000100000","1,700,363.651200000000000",Ubicado,18/08/2000,Mina arenera en zona rural de Pasto, ,Ubicado,0.000000000000000,0.000000000000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0.0000000,0.0000000,0,0.0000000,0.0000000,0
96,869, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d79-IS,"4,517,870.548800000000000","1,684,914.183999999900000",Ubicado,2/11/2001,Sebadal-Pasto, ,Ubicado,0.000000000000000,0.000000000000000,9,-0.1900000,111.8030014,"1,158.1199951",12.5000000,"3,077.4099121",4,68,0.1221620,190.6349945,171,4.5826702,-1.3161600,35
97,870, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d80-IS,"4,516,691.322300000100000","1,698,903.644700000100000",Ubicado,13/06/2002,Vía Panamericana, ,Ubicado,0.000000000000000,0.000000000000000,6,-0.0175000,79.0569000,"2,203.8701172",17.6777000,"2,480.0000000",9,63,0.3138950,10.5545998,190,6.4077802,10.9883003,46
98,871, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d81-IS,"4,523,671.133600000300000","1,703,917.161200000000000",Ubicado,10/11/2002,Localidad de Chachagui, ,Ubicado,0.000000000000000,0.000000000000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0.0000000,0.0000000,0,0.0000000,0.0000000,0
99,872, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d82-IS,"4,516,586.707499999600000","1,698,881.997900000100000",Ubicado,10/11/2002,La Paila, ,Ubicado,0.000000000000000,0.000000000000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0.0000000,0.0000000,0,0.0000000,0.0000000,0
100,873, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d83-IS,"4,522,656.115700000000000","1,688,381.004100000000000",Ubicado,17/04/2004,Vía Pasto-Tumaco, ,Ubicado,0.000000000000000,0.000000000000000,12,-0.9254690,80.0391006,579.0620117,39.5284996,"2,664.5100098",4,69,0.1968610,98.0936966,92,27.6089993,-24.7689991,42
101,874, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d84-IS,"4,520,157.905399999600000","1,685,358.852900000100000",Ubicado,30/11/2006,Vìa que comunica a Pasto  con Tumaco, ,Ubicado,0.000000000000000,0.000000000000000,3,-0.4228120,357.9460144,"1,973.6099854",12.5000000,"2,935.5600586",4,68,0.0707864,123.0419998,146,10.0965996,-0.3061520,35
102,875, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d85-IS,"4,522,616.590200000400000","1,695,258.760700000000000",Ubicado,1/04/2009,Sector Janoy Alto y Janoy Bajo, ,Ubicado,0.000000000000000,0.000000000000000,12,0.7090630,187.5000000,"1,861.5400391",251.2469940,"2,646.5000000",7,6,0.1888750,241.5390015,184,25.4013996,21.0408001,8
103,876, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d86-IS,"4,521,724.852400000200000","1,694,468.716400000000000",Ubicado,11/04/2011,Sector Toro Bajo, ,Ubicado,0.000000000000000,0.000000000000000,11,3.7723401,177.6580048,"2,180.1699219",37.5000000,"2,579.0000000",7,69,0.1317380,107.7040024,20,43.4227982,38.2416992,43
104,877, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d87-IS,"4,517,758.022099999700000","1,684,929.634899999900000",Ubicado,7/12/2011,Vía Pasto-Ipiales, ,Ubicado,0.000000000000000,0.000000000000000,11,0.6840620,67.3145981,"1,086.9300537",17.6777000,"3,081.9199219",4,68,0.1379810,204.3150024,172,5.8554301,-1.7309600,35
105,878, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d88-IS,"4,522,495.039300000300000","1,695,369.180200000100000",Ubicado,17/01/2012, ,Mapachico y Santa Helena,Ubicado,0.000000000000000,0.000000000000000,12,-0.1503120,90.1388016,"1,705.0000000",387.5000000,"2,644.3798828",7,6,0.2274890,212.1329956,154,20.6056004,-3.3935499,8
106,879, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d89-IS,"4,528,703.904500000200000","1,691,384.749000000100000",Ubicado,24/01/2012,Corregimiento San Fernando, ,Ubicado,0.000000000000000,0.000000000000000,9,-1.3784400,83.8525009,"1,956.7600098",127.4749985,"2,695.0000000",23,64,0.0675765,222.9069977,179,3.5156300,-7.1975098,47
107,880, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d90-IS,"4,524,842.013500000400000","1,691,662.007700000000000",Ubicado,26/02/2012,Río Pasto, ,Ubicado,0.000000000000000,0.000000000000000,1,-0.0000000,79.0569000,742.5670166,12.5000000,"2,540.0000000",23,64,0.0519984,-1.0000000,180,0.0000000,-2.4101601,47
108,881, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d91-IS,"4,522,616.590200000400000","1,695,258.760700000000000",Ubicado,29/11/2012,Sector Juanoy, ,Ubicado,0.000000000000000,0.000000000000000,12,0.7090630,187.5000000,"1,861.5400391",251.2469940,"2,646.5000000",7,6,0.1888750,241.5390015,184,25.4013996,21.0408001,8
109,882, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d92-IS,"4,528,111.518000000200000","1,692,943.843000000100000",Ubicado,21/03/2013,Sector El Barojo, ,Ubicado,0.000000000000000,0.000000000000000,9,1.2404701,168.1699982,406.9710083,25.0000000,"2,764.4599609",24,57,0.0778271,309.7690125,218,13.9496002,4.5222201,49
110,883, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d93-IS,"4,537,915.219300000000000","1,688,755.772099999900000",Ubicado,18/07/2013,Corregimiento El Socorro, ,Ubicado,0.000000000000000,0.000000000000000,14,0.2346880,72.8869019,838.5260010,72.8869019,"3,130.2299805",7,10,0.0621545,233.8260040,172,28.0436001,14.3962002,8
111,884, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d94-IS,"4,508,291.476599999700000","1,699,935.747800000000000",Ubicado,26/07/2013,Corregimiento Santa Bárbara, ,Ubicado,0.000000000000000,0.000000000000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0.0000000,0.0000000,0,0.0000000,0.0000000,0
112,885, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d95-IS,"4,523,323.591300000400000","1,691,135.231300000100000",Ubicado,1/09/2013,Barrio Caicedo, ,Ubicado,0.000000000000000,0.000000000000000,1,-0.1296880,520.2160034,"1,310.1199951",159.0989990,"2,587.8200684",7,68,0.0653027,90.5821991,153,10.6949997,9.8632803,40
113,886, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d96-IS,"4,521,524.275600000300000","1,689,820.554000000000000",Ubicado,23/12/2013,Corregimiento de Jongovito, ,Ubicado,0.000000000000000,0.000000000000000,10,-0.0442187,87.5000000,"1,230.1600342",168.1699982,"2,752.6101074",7,69,0.2449690,125.3199997,80,26.8537998,4.6914101,43
114,887, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d97-IS,"4,522,544.137199999800000","1,686,573.730999999900000",Ubicado,7/01/2014,Vías Veredales: San José -Cebanero y San José - San Luís., ,Ubicado,0.000000000000000,0.000000000000000,16,0.9115630,37.5000000,"2,064.4699707",184.5599976,"2,779.4499512",4,69,0.4433220,1.6633600,214,23.1028996,-22.3491001,42
115,888, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d98-IS,"4,502,956.909000000000000","1,716,506.220000000000000",Ubicado,14/05/2014,Vía Pasto - Nariño; Zona de Chargúayaco, ,Ubicado,0.000000000000000,0.000000000000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0.0000000,0.0000000,0,0.0000000,0.0000000,0
116,889, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d99-IS,"4,543,585.205900000400000","1,685,160.430400000000000",Ubicado,6/06/2014,Km 33+700; en el tramo Pasto Mocoa., ,Ubicado,0.000000000000000,0.000000000000000,15,0.1150000,100.0000000,"1,181.9599609",50.0000000,"3,221.8798828",7,68,0.1419780,261.9010010,190,6.1743102,-3.3476601,43
117,890, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d100-IS,"4,530,378.805999999900000","1,691,232.626400000000000",Ubicado,20/07/2016,Vía Pasto - Encano Kl 18, ,Ubicado,0.000000000000000,0.000000000000000,2,1.9646900,267.5119934,995.6149902,37.5000000,"2,772.8798828",7,15,0.0716319,19.0452003,193,13.0275002,16.0354004,40
118,891, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d101-IS,"4,523,676.918700000300000","1,704,217.459899999900000",Ubicado,4/12/2016,Vía Pasto - Popayán; Sector El Tablón, ,Ubicado,0.000000000000000,0.000000000000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0.0000000,0.0000000,0,0.0000000,0.0000000,0
119,892, ,"40,000.000000000000000","40,210.000000000000000",DESINVENTAR,AVRP-d102-IS,"4,511,741.617999999800000","1,704,138.961300000100000",Ubicado,22/09/2017,Vía a Pasto Sector Plazuelas, ,Ubicado,0.000000000000000,0.000000000000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0.0000000,0.0000000,0,0.0000000,0.0000000,0
120,893, ,"40,000.000000000000000","60,100.000000000000000",DESINVENTAR,AVRP-i7-IS,"4,526,148.219600000400000","1,691,411.386500000000000",Ubicado,9/04/2017,Barrio Santa Mónica y parque Bolivar, ,Ubicado,0.000000000000000,0.000000000000000,1,0.0003125,297.1220093,221.1479950,225.0000000,"2,580.9099121",23,64,0.0258259,135.0000000,170,2.9435899,-1.6106000,47
121,894, ,"40,000.000000000000000","60,100.000000000000000",DESINVENTAR,AVRP-i8-IS,"4,524,361.884300000000000","1,693,635.738799999900000",Ubicado,25/11/2014,Barrio Cementerio, ,Ubicado,0.000000000000000,0.000000000000000,1,-0.3300000,551.2769775,"2,614.0500488",680.6480103,"2,559.3798828",7,14,0.0568220,105.4909973,144,11.6836004,-11.8810997,40
122,895, ,"40,000.000000000000000","60,100.000000000000000",DESINVENTAR,AVRP-i9-IS,"4,527,100.028699999700000","1,691,281.016600000000000",Ubicado,2/11/2014,Bs. Pinar del Río,Pejendino Reyes,Ubicado,0.000000000000000,0.000000000000000,1,-1.0000000,35.3553009,954.5939941,39.5284996,"2,610.0000000",14,26,0.0819067,76.6143036,174,3.4646699,-12.1618996,26
123,896, ,"40,000.000000000000000","60,100.000000000000000",DESINVENTAR,AVRP-i10-IS,"4,522,202.929999999700000","1,691,646.063099999900000",Ubicado,8/05/2014,Barrios: Mijitayo; El Pilar y Chambu, ,Ubicado,0.000000000000000,0.000000000000000,1,-0.3079690,737.9240112,"2,386.0300293",443.8819885,"2,610.1999512",23,64,0.0652826,33.5345993,183,6.2085500,-1.3144500,47
